Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
L02-374-1 (L02P50),Total,Naphthalene,<,2.5,ng/L,ORANGE CO,2819475.9723715195,7048689.930928798,4.400349720368186e-4,0.005194990082873169
L01-404-1,Total,Naphthalene,<,2.5,ng/L,ORANGE CO,765057.1882060798,1912642.9705151995,1.1940230089482355e-4,0.005194990082873169
L01-340-1,Total,Naphthalene,<,2.5,ng/L,ORANGE CO,106950.06735932868,267375.1683983217,1.6691672623197933e-5,0.005194990082873169
L01-340-1,Total,Naphthalene,<,2.5,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,3284.7355641452627,2.0505917216967796e-7,1.9643180818996537e-4
M02-085-2,Total,Naphthalene,NA,5.79,ng/L,SAN CLEMENTE,550464.336,3187188.50544,1.9896951328692613e-4,1.9896951328692613e-4
L03-662-3 (L03P16),Total,Naphthalene,<,2.5,ng/L,MISSION VIEJO,257898.81600000005,644747.0400000002,4.025020940023634e-5,6.645338322128591e-4
J06-10011-1 (J06P01),Total,Naphthalene,<,2.5,ng/L,ALISO VIEJO,486377.92818020063,1215944.8204505015,7.590889233437264e-5,4.686472641477912e-4
J06-10011-1 (J06P01),Total,Naphthalene,<,2.5,ng/L,LAGUNA HILLS,682198.5901776025,1705496.4754440063,1.0647057839611994e-4,1.0647057839611994e-4
J06-10011-1 (J06P01),Total,Naphthalene,<,2.5,ng/L,LAGUNA WOODS,1248649.7842748633,3121624.460687158,1.9487648708175215e-4,2.136958879888566e-4
J06-10011-1 (J06P01),Total,Naphthalene,<,2.5,ng/L,LAKE FOREST,751296.2870919254,1878240.7177298134,1.1725464019606071e-4,1.1725464019606071e-4
J01-9082-2,Total,Naphthalene,<,2.5,ng/L,ALISO VIEJO,998641.6316034046,2496604.0790085117,1.558577717077643e-4,4.686472641477912e-4
J01-9082-2,Total,Naphthalene,<,2.5,ng/L,ORANGE CO,21969.628370704308,54924.07092676077,3.42879488972226e-6,0.005194990082873169
L04-266-5,Total,Naphthalene,<,2.5,ng/L,MISSION VIEJO,4000029.057504,10000072.64376,6.242836228126228e-4,6.645338322128591e-4
I01-11343-2 (I02P18),Total,Naphthalene,<,5.67,ng/L,LAGUNA WOODS,26583.60972323406,150729.06713073712,9.409700453552215e-6,2.136958879888566e-4
L02-246-1 (L11P01),Total,Naphthalene,<,2.5,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,3143253.599999999,1.9622674901779568e-4,1.9643180818996537e-4
L01-724-1 (L01S01),Total,Naphthalene,<,2.5,ng/L,DANA POINT,245138.73214270748,612846.8303567687,3.825874602251924e-5,4.876464612660479e-4
L01-724-1 (L01S01),Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,174089.35162087894,435223.3790521973,2.7170085407029362e-5,0.001259516429166096
L01-724-1 (L01S01),Total,Naphthalene,<,2.5,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,640208.6279977849,3.9966885829749366e-5,9.123922576165987e-4
K01-12126-1 (K01S01),Total,Naphthalene,<,2.5,ng/L,DANA POINT,2401759.02142806,6004397.5535701495,3.7484198276189877e-4,4.876464612660479e-4
K01-12126-1 (K01S01),Total,Naphthalene,<,2.5,ng/L,LAGUNA NIGUEL,6437196.487691939,16092991.219229847,0.0010046517878549174,0.001259516429166096
L04-266-5,Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,4000029.057504,10000072.64376,6.242836228126228e-4,9.329175404725567e-4
L03-418-8,Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,188453.84949148304,471134.6237287076,2.9411949313923234e-5,0.004745621906036379
L03-418-8,Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,1719639.2671055028,4299098.167763757,2.6838370825969755e-4,9.329175404725567e-4
K01-12177-1 (K01P07),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,1099058.44356,2747646.1089000003,1.715298006501427e-4,0.004745621906036379
J03-9221-1 (J03P02),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,2363508.1934956796,5908770.483739199,3.6887218476945393e-4,0.004745621906036379
J01-9224-2 (J01P25),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,5993.861828325905,14984.654570814762,9.354606486685115e-7,7.263626948213601e-4
J01-9224-2 (J01P25),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,359869.5285508992,899673.8213772479,5.616475525400636e-5,0.004745621906036379
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,486377.92818020063,1215944.8204505015,7.590889233437264e-5,7.263626948213601e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAGUNA HILLS,682198.5901776025,1705496.4754440063,1.0647057839611994e-4,1.0647057839611994e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAGUNA WOODS,1248649.7842748633,3121624.460687158,1.9487648708175215e-4,1.9902538498896212e-4
J06-10011-1 (J06P01),Total,Phenanthrene,<,2.5,ng/L,LAKE FOREST,751296.2870919254,1878240.7177298134,1.1725464019606071e-4,1.1725464019606071e-4
K01-12126-1 (K01S01),Total,Phenanthrene,NA,5.095000000000001,ng/L,DANA POINT,2401759.02142806,12236962.214175966,7.639279608687499e-4,0.0017890449828293707
K01-12126-1 (K01S01),Total,Phenanthrene,NA,5.095000000000001,ng/L,LAGUNA NIGUEL,6437196.487691939,32797516.104790434,0.002047480343648322,0.004745621906036379
L05-489-3,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,29545076.777328,73862691.94332,0.004611093394990661,0.006172404410202339
L05-049-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,6237821.599848001,15594553.999620004,9.735353945758297e-4,0.006172404410202339
L02-374-1 (L02P50),Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,2819475.9723715195,7048689.930928798,4.400349720368186e-4,0.006172404410202339
L01-404-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,765057.1882060798,1912642.9705151995,1.1940230089482355e-4,0.006172404410202339
L02-641-1,Total,Phenanthrene,NA,26.4,ng/L,ORANGE CO,4986.284926966567,131637.92207191736,8.217880191286596e-6,0.006172404410202339
L02-641-1,Total,Phenanthrene,NA,26.4,ng/L,RANCHO SANTA MARGARITA,843182.469984656,22260017.207594916,0.0013896463237094653,0.001389851382881635
M01-042-1 (M01S01),Total,Phenanthrene,<,2.5,ng/L,SAN CLEMENTE,9329.904,23324.760000000002,1.4561159896294467e-6,1.4561159896294467e-6
L03-662-3 (L03P16),Total,Phenanthrene,<,2.5,ng/L,MISSION VIEJO,257898.81600000005,644747.0400000002,4.025020940023634e-5,9.329175404725567e-4
J01-9224-1 (J01P24),Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,2634.1015151823053,6585.253787955763,4.111036227772662e-7,7.263626948213601e-4
J01-9224-1 (J01P24),Total,Phenanthrene,<,2.5,ng/L,LAGUNA NIGUEL,158150.60433060143,395376.51082650357,2.4682528752208892e-5,0.004745621906036379
J01-9082-2,Total,Phenanthrene,<,2.5,ng/L,ALISO VIEJO,998641.6316034046,2496604.0790085117,1.558577717077643e-4,7.263626948213601e-4
J01-9082-2,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,21969.628370704308,54924.07092676077,3.42879488972226e-6,0.006172404410202339
I01-11343-2 (I02P18),Total,Phenanthrene,<,2.5,ng/L,LAGUNA WOODS,26583.60972323406,66459.02430808515,4.148897907209971e-6,1.9902538498896212e-4
L01-340-1,Total,Phenanthrene,<,2.5,ng/L,ORANGE CO,106950.06735932868,267375.1683983217,1.6691672623197933e-5,0.006172404410202339
L01-340-1,Total,Phenanthrene,<,2.5,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,3284.7355641452627,2.0505917216967796e-7,0.001389851382881635
K01-12126-1 (K01S01),Total,Phenanthrene,<,5.095000000000001,ng/L,DANA POINT,2401759.02142806,12236962.214175966,7.639279608687499e-4,0.0017890449828293707
K01-12126-1 (K01S01),Total,Phenanthrene,<,5.095000000000001,ng/L,LAGUNA NIGUEL,6437196.487691939,32797516.104790434,0.002047480343648322,0.004745621906036379
K01-12159-2,Total,Phenanthrene,<,2.5,ng/L,DANA POINT,1673540.3519999993,4183850.879999998,2.61189061091871e-4,0.0017890449828293707
I01-11010-1,Total,Phenanthrene,NA,6.43,ng/L,LAGUNA BEACH,202915.75420800003,1304748.2995574402,8.14527078275369e-5,8.14527078275369e-5
J01-9131-1 (J01P28),Total,Phenanthrene,NA,33.4,ng/L,ALISO VIEJO,236560.03199999995,7901105.068799998,4.932494665077774e-4,7.263626948213601e-4
L04-266-5,Total,Phorate,<,5,ng/L,MISSION VIEJO,4000029.057504,20000145.28752,0.0012485672456252455,0.002934179477807152
I01-11343-2 (I02P18),Total,Phorate,<,5,ng/L,LAGUNA WOODS,26583.60972323406,132918.0486161703,8.297795814419943e-6,3.9805076997792425e-4
L03-418-8,Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,188453.84949148304,942269.2474574152,5.882389862784647e-5,0.0035110969080508056
L03-418-8,Total,Phorate,<,5,ng/L,MISSION VIEJO,1719639.2671055028,8598196.335527513,5.367674165193951e-4,0.002934179477807152
K01-12177-1 (K01P07),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,1099058.44356,5495292.217800001,3.430596013002854e-4,0.0035110969080508056
J03-9221-1 (J03P02),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,2363508.1934956796,11817540.967478398,7.377443695389079e-4,0.0035110969080508056
J01-9224-1 (J01P24),Total,Phorate,<,5,ng/L,ALISO VIEJO,2634.1015151823053,13170.507575911526,8.222072455545324e-7,0.0011209634617894812
J01-9224-1 (J01P24),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,158150.60433060143,790753.0216530071,4.9365057504417785e-5,0.0035110969080508056
J01-9224-2 (J01P25),Total,Phorate,<,5,ng/L,ALISO VIEJO,5993.861828325905,29969.309141629525,1.870921297337023e-6,0.0011209634617894812
J01-9224-2 (J01P25),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,359869.5285508992,1799347.6427544958,1.1232951050801272e-4,0.0035110969080508056
L03-662-3 (L03P16),Total,Phorate,<,5,ng/L,MISSION VIEJO,257898.81600000005,1289494.0800000003,8.050041880047269e-5,0.002934179477807152
L03-214-2 (L03P18),Total,Phorate,<,5,ng/L,MISSION VIEJO,1863878.8123590364,9319394.061795183,5.817902823882294e-4,0.002934179477807152
L03-214-2 (L03P18),Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,443918.258400083,2.7712888541824964e-5,0.005484955786998011
L03-316-3 (L03P12),Total,Phorate,<,5,ng/L,MISSION VIEJO,893435.1835532822,4467175.917766411,2.788764507050563e-4,0.002934179477807152
J01-9992-1 (J01P27),Total,Phorate,<,5,ng/L,ALISO VIEJO,432180.7921682628,2160903.960841314,1.3490071535289714e-4,0.0011209634617894812
J01-9992-1 (J01P27),Total,Phorate,<,5,ng/L,ORANGE CO,1267.6285979957179,6338.142989978589,3.956770124222334e-7,0.012572941366348376
J01-9131-1 (J01P28),Total,Phorate,<,5,ng/L,ALISO VIEJO,236560.03199999995,1182800.1599999997,7.383974049517625e-5,0.0011209634617894812
J01-9007-1 (J02P05),Total,Phorate,<,5,ng/L,ALISO VIEJO,677326.4713948012,3386632.3569740057,2.1142037585751406e-4,0.0011209634617894812
J01-9007-1 (J02P05),Total,Phorate,<,5,ng/L,ORANGE CO,12455.793598780088,62278.96799390044,3.887945732926683e-6,0.012572941366348376
J06-10011-1 (J06P01),Total,Phorate,<,5,ng/L,ALISO VIEJO,486377.92818020063,2431889.640901003,1.518177846687453e-4,0.0011209634617894812
J06-10011-1 (J06P01),Total,Phorate,<,5,ng/L,LAGUNA HILLS,682198.5901776025,3410992.9508880125,2.1294115679223988e-4,2.1294115679223988e-4
J06-10011-1 (J06P01),Total,Phorate,<,5,ng/L,LAGUNA WOODS,1248649.7842748633,6243248.921374316,3.897529741635043e-4,3.9805076997792425e-4
J06-10011-1 (J06P01),Total,Phorate,<,5,ng/L,LAKE FOREST,751296.2870919254,3756481.435459627,2.3450928039212143e-4,8.745899673516354e-4
J06-9079-1 (J06P03),Total,Phorate,<,5,ng/L,ALISO VIEJO,751510.5920908037,3757552.9604540183,2.3457617345672838e-4,0.0011209634617894812
J01-9082-2,Total,Phorate,<,5,ng/L,ALISO VIEJO,998641.6316034046,4993208.1580170235,3.117155434155286e-4,0.0011209634617894812
J01-9082-2,Total,Phorate,<,5,ng/L,ORANGE CO,21969.628370704308,109848.14185352153,6.85758977944452e-6,0.012572941366348376
I01-11010-1,Total,Phorate,<,5,ng/L,LAGUNA BEACH,202915.75420800003,1014578.7710400001,6.333803097009091e-5,1.2975937941372246e-4
I00-11468-1,Total,Phorate,<,5,ng/L,LAGUNA BEACH,212793.76400754126,1063968.8200377063,6.642134844363154e-5,1.2975937941372246e-4
I00-11468-1,Total,Phorate,<,5,ng/L,ORANGE CO,19089.643866775274,95448.21933387636,5.958632729928019e-6,0.012572941366348376
J01-10004-1 (J01P01),Total,Phorate,<,5,ng/L,LAKE FOREST,2050623.5094314318,10253117.54715716,6.400806869595139e-4,8.745899673516354e-4
L05-503-1,Total,Phorate,<,5,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,5997822.08544,3.744314900372744e-4,8.143029182521798e-4
L01-724-4 (L01P03),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,468158.31861034513,2340791.5930517255,1.4613072404744154e-4,0.0035110969080508056
L01-724-4 (L01P03),Total,Phorate,<,5,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,5728409.136210555,3.576126030182345e-4,8.143029182521798e-4
L01-724-1 (L01S01),Total,Phorate,<,5,ng/L,DANA POINT,245138.73214270748,1225693.6607135374,7.651749204503848e-5,0.0014249080499269108
L01-724-1 (L01S01),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,174089.35162087894,870446.7581043947,5.4340170814058724e-5,0.0035110969080508056
L01-724-1 (L01S01),Total,Phorate,<,5,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,1280417.2559955698,7.993377165949873e-5,8.143029182521798e-4
L01-728-5 (L01-DP),Total,Phorate,<,5,ng/L,DANA POINT,0,0,0,0.0014249080499269108
K01-12126-1 (K01S01),Total,Phorate,<,5,ng/L,DANA POINT,2401759.02142806,12008795.107140299,7.496839655237975e-4,0.0014249080499269108
K01-12126-1 (K01S01),Total,Phorate,<,5,ng/L,LAGUNA NIGUEL,6437196.487691939,32185982.438459694,0.002009303575709835,0.0035110969080508056
K01-12159-2,Total,Phorate,<,5,ng/L,DANA POINT,1673540.3519999993,8367701.759999996,5.22378122183742e-4,0.0014249080499269108
K01-12159-3,Total,Phorate,<,5,ng/L,DANA POINT,133122.52800000002,665612.6400000001,4.155280517370677e-5,0.0014249080499269108
L05-489-3,Total,Phorate,<,5,ng/L,ORANGE CO,29545076.777328,147725383.88664,0.009222186789981322,0.012572941366348376
L05-049-1,Total,Phorate,<,5,ng/L,ORANGE CO,6237821.599848001,31189107.999240007,0.0019470707891516593,0.012572941366348376
L02-374-1 (L02P50),Total,Phorate,<,5,ng/L,ORANGE CO,2819475.9723715195,14097379.861857597,8.800699440736372e-4,0.012572941366348376
L01-404-1,Total,Phorate,<,5,ng/L,ORANGE CO,765057.1882060798,3825285.941030399,2.388046017896471e-4,0.012572941366348376
L01-340-1,Total,Phorate,<,5,ng/L,ORANGE CO,106950.06735932868,534750.3367966434,3.3383345246395866e-5,0.012572941366348376
L01-340-1,Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,6569.4711282905255,4.101183443393559e-7,0.005484955786998011
L02-246-1 (L11P01),Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,6286507.199999998,3.9245349803559136e-4,0.005484955786998011
L02-641-1,Total,Phorate,<,5,ng/L,ORANGE CO,4986.284926966567,24931.424634832834,1.5564167028951885e-6,0.012572941366348376
L02-641-1,Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,843182.469984656,4215912.34992328,2.6319059161164114e-4,0.005484955786998011
L02-641-2,Total,Phorate,<,5,ng/L,ORANGE CO,20483.18968395988,102415.9484197994,6.393613485717948e-6,0.012572941366348376
L02-641-2,Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,17318571.565657064,0.001081162205926026,0.005484955786998011
L01-731-1 (L08TBN2),Total,Phorate,<,5,ng/L,ORANGE CO,723305.629006651,3616528.145033255,2.2577228914371877e-4,0.012572941366348376
L01-731-1 (L08TBN2),Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,58031185.13642375,0.0036227655321766786,0.005484955786998011
L02-166-3 (L02P26),Total,Phorate,<,5,ng/L,ORANGE CO,1759.6301883248925,8798.150941624463,5.492501644292482e-7,0.012572941366348376
L02-166-3 (L02P26),Total,Phorate,<,5,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,1557972.2957305613,9.726095236190929e-5,0.005484955786998011
L04-672-1,Total,Phorate,<,5,ng/L,MISSION VIEJO,665335.962144,3326679.81072,2.0767766376875277e-4,0.002934179477807152
M01-042-1 (M01S01),Total,Phorate,<,5,ng/L,SAN CLEMENTE,9329.904,46649.520000000004,2.9122319792588934e-6,0.0013860223291677488
M02-032-1,Total,Phorate,<,5,ng/L,SAN CLEMENTE,3628866.1607999997,18144330.803999998,0.0011327126283327464,0.0013860223291677488
M02-085-1 (M02P06),Total,Phorate,<,5,ng/L,ORANGE CO,174.54166027466977,872.7083013733488,5.4481354230958313e-8,0.012572941366348376
M02-085-1 (M02P06),Total,Phorate,<,5,ng/L,SAN CLEMENTE,251732.86631957273,1258664.3315978637,7.857578207946873e-5,0.0013860223291677488
M02-085-2,Total,Phorate,<,5,ng/L,SAN CLEMENTE,550464.336,2752321.68,1.7182168677627472e-4,0.0013860223291677488
L01-726-5,Total,Phorate,<,5,ng/L,DANA POINT,111410.6356577293,557053.1782886465,3.4775665000625995e-5,0.0014249080499269108
L01-726-5,Total,Phorate,<,5,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,37243.815827813094,2.3250535371722114e-6,8.143029182521798e-4
L04-266-5,Total,Pyrene,<,2.5,ng/L,MISSION VIEJO,4000029.057504,10000072.64376,6.242836228126228e-4,0.0021125946681708673
K01-12177-1 (K01P07),Total,Pyrene,<,2.5,ng/L,LAGUNA NIGUEL,1099058.44356,2747646.1089000003,1.715298006501427e-4,0.003421811845827703
J03-9221-1 (J03P02),Total,Pyrene,<,2.5,ng/L,LAGUNA NIGUEL,2363508.1934956796,5908770.483739199,3.6887218476945393e-4,0.003421811845827703
J01-9224-1 (J01P24),Total,Pyrene,NA,7.55,ng/L,ALISO VIEJO,2634.1015151823053,19887.466439626405,1.2415329407873442e-6,8.538451152629912e-4
J01-9224-1 (J01P24),Total,Pyrene,NA,7.55,ng/L,LAGUNA NIGUEL,158150.60433060143,1194037.0626960408,7.454123683167087e-5,0.003421811845827703
J01-9224-2 (J01P25),Total,Pyrene,<,2.5,ng/L,ALISO VIEJO,5993.861828325905,14984.654570814762,9.354606486685115e-7,8.538451152629912e-4
J01-9224-2 (J01P25),Total,Pyrene,<,2.5,ng/L,LAGUNA NIGUEL,359869.5285508992,899673.8213772479,5.616475525400636e-5,0.003421811845827703
J01-9131-1 (J01P28),Total,Pyrene,NA,33.95,ng/L,ALISO VIEJO,236560.03199999995,8031213.0863999985,5.013718379622468e-4,8.538451152629912e-4
J06-10011-1 (J06P01),Total,Pyrene,<,2.5,ng/L,ALISO VIEJO,486377.92818020063,1215944.8204505015,7.590889233437264e-5,8.538451152629912e-4
J06-10011-1 (J06P01),Total,Pyrene,<,2.5,ng/L,LAGUNA HILLS,682198.5901776025,1705496.4754440063,1.0647057839611994e-4,1.0647057839611994e-4
J06-10011-1 (J06P01),Total,Pyrene,<,2.5,ng/L,LAGUNA WOODS,1248649.7842748633,3121624.460687158,1.9487648708175215e-4,1.9487648708175215e-4
J06-10011-1 (J06P01),Total,Pyrene,<,2.5,ng/L,LAKE FOREST,751296.2870919254,1878240.7177298134,1.1725464019606071e-4,1.1725464019606071e-4
J06-9079-1 (J06P03),Total,Pyrene,<,2.5,ng/L,ALISO VIEJO,751510.5920908037,1878776.4802270092,1.1728808672836419e-4,8.538451152629912e-4
J01-9082-2,Total,Pyrene,<,2.5,ng/L,ALISO VIEJO,998641.6316034046,2496604.0790085117,1.558577717077643e-4,8.538451152629912e-4
J01-9082-2,Total,Pyrene,<,2.5,ng/L,ORANGE CO,21969.628370704308,54924.07092676077,3.42879488972226e-6,0.006152740316472234
I00-11468-1,Total,Pyrene,<,2.5,ng/L,LAGUNA BEACH,212793.76400754126,531984.4100188531,3.321067422181577e-5,3.321067422181577e-5
I00-11468-1,Total,Pyrene,<,2.5,ng/L,ORANGE CO,19089.643866775274,47724.10966693818,2.9793163649640095e-6,0.006152740316472234
L01-724-1 (L01S01),Total,Pyrene,<,2.5,ng/L,DANA POINT,245138.73214270748,612846.8303567687,3.825874602251924e-5,0.0018716063315703806
L01-724-1 (L01S01),Total,Pyrene,<,2.5,ng/L,LAGUNA NIGUEL,174089.35162087894,435223.3790521973,2.7170085407029362e-5,0.003421811845827703
L01-724-1 (L01S01),Total,Pyrene,<,2.5,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,640208.6279977849,3.9966885829749366e-5,4.0598893235750384e-4
K01-12126-1 (K01S01),Total,Pyrene,NA,6.41,ng/L,DANA POINT,2401759.02142806,15395275.327353863,9.610948438015086e-4,0.0018716063315703806
K01-12126-1 (K01S01),Total,Pyrene,NA,6.41,ng/L,LAGUNA NIGUEL,6437196.487691939,41262429.48610533,0.002575927184060008,0.003421811845827703
K01-12159-2,Total,Pyrene,NA,4.075,ng/L,DANA POINT,1673540.3519999993,6819676.934399997,4.257381695797497e-4,0.0018716063315703806
K01-12159-3,Total,Pyrene,<,2.5,ng/L,DANA POINT,133122.52800000002,332806.32000000007,2.0776402586853386e-5,0.0018716063315703806
L05-489-3,Total,Pyrene,<,2.5,ng/L,ORANGE CO,29545076.777328,73862691.94332,0.004611093394990661,0.006152740316472234
L05-049-1,Total,Pyrene,<,2.5,ng/L,ORANGE CO,6237821.599848001,15594553.999620004,9.735353945758297e-4,0.006152740316472234
L02-374-1 (L02P50),Total,Pyrene,<,2.5,ng/L,ORANGE CO,2819475.9723715195,7048689.930928798,4.400349720368186e-4,0.006152740316472234
L01-404-1,Total,Pyrene,<,2.5,ng/L,ORANGE CO,765057.1882060798,1912642.9705151995,1.1940230089482355e-4,0.006152740316472234
L02-641-1,Total,Pyrene,NA,7.28,ng/L,ORANGE CO,4986.284926966567,36300.154268316604,2.2661427194153945e-6,0.006152740316472234
L02-641-1,Total,Pyrene,NA,7.28,ng/L,RANCHO SANTA MARGARITA,843182.469984656,6138368.381488295,3.832055013865495e-4,9.059014324057555e-4
M01-042-1 (M01S01),Total,Pyrene,<,2.5,ng/L,SAN CLEMENTE,9329.904,23324.760000000002,1.4561159896294467e-6,1.4561159896294467e-6
L03-214-2 (L03P18),Total,Pyrene,NA,6.08,ng/L,MISSION VIEJO,1863878.8123590364,11332383.17914294,7.074569833840871e-4,0.0021125946681708673
L03-214-2 (L03P18),Total,Pyrene,NA,6.08,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,539804.6022145009,3.3698872466859157e-5,9.059014324057555e-4
L03-316-3 (L03P12),Total,Pyrene,NA,14,ng/L,MISSION VIEJO,893435.1835532822,12508092.56974595,7.808540619741576e-4,0.0021125946681708673
J01-9224-1 (J01P24),Total,Pyrene,<,7.55,ng/L,ALISO VIEJO,2634.1015151823053,19887.466439626405,1.2415329407873442e-6,8.538451152629912e-4
J01-9224-1 (J01P24),Total,Pyrene,<,7.55,ng/L,LAGUNA NIGUEL,158150.60433060143,1194037.0626960408,7.454123683167087e-5,0.003421811845827703
L02-246-1 (L11P01),Total,Pyrene,NA,6.23,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,7832987.971199999,4.889970585523468e-4,9.059014324057555e-4
L05-503-1,Total,Pyrene,<,2.5,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,2998911.04272,1.872157450186372e-4,4.0598893235750384e-4
L01-724-4 (L01P03),Total,Pyrene,<,2.5,ng/L,LAGUNA NIGUEL,468158.31861034513,1170395.7965258628,7.306536202372077e-5,0.003421811845827703
L01-724-4 (L01P03),Total,Pyrene,<,2.5,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,2864204.5681052776,1.7880630150911726e-4,4.0598893235750384e-4
K01-12159-2,Total,Pyrene,<,4.075,ng/L,DANA POINT,1673540.3519999993,6819676.934399997,4.257381695797497e-4,0.0018716063315703806
L04-266-5,Total,Tetrachlorvinphos (Stirofos),<,2,ng/L,MISSION VIEJO,4000029.057504,8000058.115008,4.994268982500982e-4,0.0011736717911228608
I01-11343-2 (I02P18),Total,Tetrachlorvinphos (Stirofos),<,2,ng/L,LAGUNA WOODS,26583.60972323406,53167.21944646812,3.3191183257679777e-6,1.592203079911697e-4
